time,X[s],Avanti sensor 2: ACC.X 2,Avanti sensor 2: ACC.Y 2,Avanti sensor 2: ACC.Z 2,Avanti sensor 2: GYRO.X 2,Avanti sensor 2: GYRO.Y 2,Avanti sensor 2: GYRO.Z 2
12:03.4,16.01775,0.9169922,-1.103027,-0.1445313,-46.58537,-186.4025,-14.57317
12:03.4,16.0245,0.9458008,-1.041016,-0.1220703,-32.62195,-155.7317,-23.17073
12:03.4,16.03125,0.8911133,-0.9726563,-0.1713867,-23.90244,-116.2195,-28.17073
12:03.4,16.038,0.7666016,-0.9892578,-0.206543,-23.23171,-92.31708,-28.90244
12:03.4,16.04475,0.6977539,-1.078613,-0.2900391,-22.98781,-73.17073,-25.12195
12:03.4,16.0515,0.7138672,-1.148438,-0.4379883,-26.15854,-31.58537,-17.0122
12:03.4,16.05825,0.7944336,-1.134766,-0.5610352,-37.0122,31.40244,-6.95122
12:03.4,16.065,0.8671875,-1.018066,-0.6616211,-54.32927,103.1098,0.5487805
12:03.4,16.07175,0.8530273,-0.925293,-0.7021484,-73.41463,166.7073,0.7926829
12:03.4,16.0785,0.6196289,-0.7636719,-0.8452148,-92.68293,193.9634,-5.365854
12:03.4,16.08525,0.1191406,-0.7753906,-0.9082031,-117.3781,145.061,-7.073171
12:03.4,16.092,-0.4145508,-1.069824,-0.546875,-122.3781,48.78049,4.02439
12:03.4,16.09875,-0.7626953,-1.532715,0.1264648,-83.84147,-9.268292,21.21951
12:03.4,16.1055,-0.8632813,-1.900879,0.565918,-59.5122,-15.60976,25.36585
12:03.4,16.11225,-0.815918,-2.126465,0.6640625,-26.21951,-14.02439,19.7561
12:03.4,16.119,-0.5756836,-2.077637,0.4921875,-9.02439,-17.43902,3.597561
12:03.4,16.12575,-0.2885742,-1.661621,0.1391602,-2.073171,-23.10976,-13.96342
12:03.4,16.1325,-0.0908203,-1.194824,-0.2011719,-11.28049,-24.39024,-25.79268
12:03.4,16.13925,-0.0649414,-0.9013672,-0.4682617,-25.06098,-10.36585,-35.2439
12:03.4,16.146,-0.1855469,-0.7094727,-0.4672852,-34.2683,-7.073171,-40.36586
12:03.4,16.15275,-0.4243164,-0.4985352,-0.2539063,-30.12195,-26.95122,-41.34146
12:03.4,16.1595,-0.7280273,-0.2641602,-0.0820313,-24.08537,-56.28049,-40.4878
12:03.4,16.16625,-0.8706055,-0.1743164,-0.0512695,-30.2439,-83.04878,-36.46342
12:03.4,16.173,-1.057617,-0.1386719,-0.0400391,-44.20732,-107.9268,-24.69512
12:03.4,16.17975,-1.010742,-0.3041992,-0.0732422,-57.07317,-127.8049,-10
12:03.4,16.1865,-0.8422852,-0.5751953,-0.125,-65.85366,-142.1342,-0.3048781
12:03.4,16.19325,-0.6733398,-0.8623047,-0.1455078,-69.32927,-152.6829,5.54878
12:03.4,16.2,-0.4868164,-1.160156,-0.1206055,-69.32927,-156.9512,6.646342
12:03.4,16.20675,-0.262207,-1.465332,-0.0483398,-64.7561,-164.1463,3.536585
12:03.4,16.2135,-0.015625,-1.723145,0.0375977,-53.17073,-168.2927,-6.036585
12:03.4,16.22025,0.2104492,-1.789551,0.1088867,-40.06098,-170.1219,-16.70732
12:03.4,16.227,0.3618164,-1.598145,0.1401367,-27.31707,-165.5488,-23.10976
12:03.4,16.23375,0.4619141,-1.27832,0.078125,-18.41463,-149.8781,-24.81707
12:03.4,16.2405,0.5107422,-0.9848633,-0.0209961,-20.06098,-121.7073,-25.54878
12:03.4,16.24725,0.5507813,-0.7851563,-0.0839844,-27.56098,-89.14635,-26.03659
12:03.4,16.254,0.5097656,-0.652832,-0.1308594,-34.39024,-57.07317,-27.62195
12:03.4,16.26075,0.3911133,-0.5883789,-0.1542969,-42.7439,-27.68293,-26.70732
12:03.4,16.2675,0.3066406,-0.5820313,-0.1679688,-55.73171,-6.585366,-22.56098
12:03.4,16.27425,0.1357422,-0.6391602,-0.206543,-67.68293,6.463415,-16.46342
12:03.4,16.281,0.0097656,-0.75,-0.2597656,-77.62196,18.59756,-8.47561
12:03.4,16.28775,-0.0507813,-0.8491211,-0.2646484,-82.56097,30.06098,-0.3048781
12:03.4,16.2945,-0.0898438,-0.9248047,-0.2451172,-82.98781,27.37805,3.780488
12:03.4,16.30125,-0.1147461,-1.021484,-0.2275391,-80.73171,22.56098,3.719512
12:03.4,16.308,-0.1445313,-1.123535,-0.2436523,-74.02439,16.34146,0.8536586
12:03.4,16.31475,-0.1713867,-1.20459,-0.234375,-68.23171,16.15854,-3.292683
12:03.4,16.3215,-0.1865234,-1.222168,-0.2216797,-63.47561,16.03658,-8.231708
12:03.4,16.32825,-0.2016602,-1.153809,-0.2202148,-59.08537,13.96342,-14.69512
12:03.4,16.335,-0.2402344,-1.071289,-0.2226563,-55.36586,10.91463,-21.40244
12:03.4,16.34175,-0.296875,-1.022949,-0.2192383,-53.23171,2.012195,-27.13415
12:03.4,16.3485,-0.3647461,-0.9990234,-0.2226563,-49.39024,-8.231708,-30.91463
12:03.4,16.35525,-0.4287109,-0.9799805,-0.2304688,-43.17073,-16.40244,-31.95122
12:03.4,16.362,-0.4453125,-0.9746094,-0.2338867,-37.7439,-24.5122,-30.60976
12:03.4,16.36875,-0.4384766,-0.9892578,-0.2368164,-33.41463,-33.65854,-27.31707
12:03.4,16.3755,-0.3779297,-1.038574,-0.2373047,-28.78049,-42.43903,-23.84146
12:03.4,16.38225,-0.2680664,-1.083984,-0.2299805,-24.63415,-46.52439,-21.21951
12:03.4,16.389,-0.1665039,-1.100098,-0.2412109,-22.92683,-45.85366,-19.93902
12:03.4,16.39575,-0.1015625,-1.083984,-0.2871094,-23.23171,-45.30488,-19.93902
12:03.4,16.4025,-0.0693359,-1.04541,-0.3334961,-23.78049,-41.89024,-19.93902
12:03.4,16.40925,-0.0761719,-1.000488,-0.3574219,-21.09756,-34.69512,-21.03659
12:03.4,16.416,-0.1040039,-0.9501953,-0.362793,-21.34146,-31.76829,-22.07317
12:03.4,16.42275,-0.128418,-0.9384766,-0.3276367,-23.90244,-32.9878,-21.70732
12:03.4,16.4295,-0.1474609,-0.9345703,-0.2827148,-23.90244,-36.7683,-20.30488
12:03.4,16.43625,-0.1479492,-0.9418945,-0.2612305,-21.70732,-42.13415,-20.30488
12:03.4,16.443,-0.1166992,-0.9921875,-0.2504883,-19.57317,-44.87805,-22.68293
12:03.4,16.44975,-0.074707,-1.070801,-0.2353516,-17.07317,-41.89024,-25.30488
12:03.4,16.4565,-0.046875,-1.128906,-0.2280273,-13.35366,-36.28049,-26.64634
12:03.4,16.46325,-0.0410156,-1.134766,-0.2421875,-10.60976,-30.42683,-26.82927
12:03.4,16.47,-0.0620117,-1.112793,-0.3081055,-10.48781,-23.41463,-26.03659
12:03.4,16.47675,-0.0898438,-1.061523,-0.3808594,-10.60976,-16.15854,-23.65854
12:03.4,16.4835,-0.1289063,-0.9975586,-0.4008789,-10.36585,-11.82927,-21.21951
12:03.4,16.49025,-0.1499023,-0.9414063,-0.378418,-8.109756,-15.12195,-18.78049
12:03.4,16.497,-0.1489258,-0.8930664,-0.3857422,-7.195122,-17.92683,-18.10976
12:03.4,16.50375,-0.1411133,-0.8706055,-0.4243164,-7.073171,-23.78049,-18.35366
12:03.4,16.5105,-0.1367188,-0.8852539,-0.4667969,-8.414635,-27.31707,-19.7561
12:03.4,16.51725,-0.1430664,-0.9350586,-0.4780273,-8.719512,-30.42683,-22.37805
12:03.4,16.524,-0.1538086,-0.9941406,-0.4599609,-8.353659,-38.29268,-25.2439
12:03.4,16.53075,-0.1533203,-1.041992,-0.4291992,-4.939024,-48.53659,-27.0122
12:03.4,16.5375,-0.1523438,-1.046387,-0.4165039,0.7317073,-51.21951,-27.98781
12:03.4,16.54425,-0.159668,-1.021973,-0.4023438,4.817073,-51.28049,-27.92683
12:03.4,16.551,-0.1577148,-0.9746094,-0.4003906,8.231708,-52.31707,-27.92683
12:03.4,16.55775,-0.1538086,-0.953125,-0.4033203,10.54878,-55.30488,-28.23171
12:03.4,16.5645,-0.1328125,-0.9223633,-0.4243164,11.46342,-59.02439,-28.65854
12:03.4,16.57125,-0.1054688,-0.9199219,-0.4384766,10.12195,-62.5,-28.71951
12:03.4,16.578,-0.074707,-0.9379883,-0.4194336,8.414635,-62.62195,-28.23171
12:03.4,16.58475,-0.050293,-0.9638672,-0.3945313,8.658537,-60.79268,-27.92683
12:03.4,16.5915,-0.0288086,-0.9785156,-0.3828125,9.146341,-60.12195,-27.80488
12:03.4,16.59825,-0.0102539,-0.9760742,-0.3720703,8.719512,-58.84146,-27.7439
12:03.4,16.605,0.0043945,-0.9736328,-0.3544922,8.963415,-55.91463,-27.31707
12:03.4,16.61175,0.0263672,-0.96875,-0.3632813,10.79268,-50.79268,-26.70732
12:03.4,16.6185,0.0478516,-0.9575195,-0.3720703,11.28049,-41.52439,-25.97561
12:03.4,16.62525,0.0644531,-0.9550781,-0.3564453,9.817074,-34.57317,-25.67073
12:03.4,16.632,0.0693359,-0.9633789,-0.3359375,8.658537,-31.76829,-25.91463
12:03.4,16.63875,0.0551758,-0.9794922,-0.324707,7.804878,-28.29268,-26.34146
12:03.4,16.6455,0.0351563,-1.005371,-0.3061523,8.231708,-22.2561,-26.09756
12:03.4,16.65225,0.0170898,-1.015625,-0.3076172,10.73171,-16.09756,-25.06098
12:03.4,16.659,0.0141602,-1.018555,-0.3105469,11.21951,-13.35366,-23.71951
12:03.4,16.66575,0.0107422,-1.019531,-0.2919922,10.36585,-10.97561,-22.68293
12:03.4,16.6725,0.0009766,-1.030762,-0.2514648,10.91463,-9.695122,-22.2561
12:03.4,16.67925,-0.0273438,-1.041992,-0.2021484,13.29268,-9.634147,-21.21951
12:03.5,16.686,-0.0644531,-1.043457,-0.1645508,16.89024,-9.756098,-19.81707
12:03.5,16.69275,-0.0986328,-1.046875,-0.1430664,18.47561,-9.817074,-19.32927
12:03.5,16.6995,-0.1264648,-1.075684,-0.1230469,21.76829,-11.64634,-18.10976
12:03.5,16.70625,-0.1279297,-1.101074,-0.109375,26.15854,-15.36585,-17.07317
12:03.5,16.713,-0.1074219,-1.118652,-0.0932617,31.82927,-18.17073,-16.52439
12:03.5,16.71975,-0.0844727,-1.112793,-0.0932617,38.41463,-18.78049,-16.40244
12:03.5,16.7265,-0.0556641,-1.105469,-0.0776367,45.06098,-18.96342,-16.46342
12:03.5,16.73325,-0.0268555,-1.089355,-0.0390625,51.28049,-21.82927,-15.91463
12:03.5,16.74,-0.0073242,-1.060547,0.0058594,55.79268,-27.19512,-14.87805
12:03.5,16.74675,0.0014648,-1.039551,0.0327148,58.84146,-33.65854,-15.18293
12:03.5,16.7535,0.0048828,-1.033203,0.0341797,60.4878,-39.69512,-15.42683
12:03.5,16.76025,0.0195313,-1.03418,0.0380859,60.85366,-41.58537,-15.18293
12:03.5,16.767,0.043457,-1.04834,0.0341797,61.58537,-35.73171,-15.2439
12:03.5,16.77375,0.0483398,-1.061523,0.0180664,62.62195,-27.0122,-15.06098
12:03.5,16.7805,0.0571289,-1.071289,-0.0029297,64.02439,-15.91463,-13.84146
12:03.5,16.78725,0.0634766,-1.080566,-0.0405273,65.2439,-9.146341,-12.92683
12:03.5,16.794,0.0615234,-1.074219,-0.1040039,67.92683,3.109756,-11.82927
12:03.5,16.80075,0.0795898,-1.061035,-0.1743164,67.86585,6.829268,-9.146341
12:03.5,16.8075,0.1196289,-1.058105,-0.2294922,65.60976,1.95122,-6.585366
12:03.5,16.81425,0.1420898,-1.060547,-0.2885742,64.08537,-1.036585,-4.939024
12:03.5,16.821,0.1572266,-1.057129,-0.3115234,60.60976,2.256098,-3.04878
12:03.5,16.82775,0.1391602,-1.037598,-0.2939453,54.57317,6.036585,-0.9756098
12:03.5,16.8345,0.1118164,-1.016602,-0.2583008,47.56098,7.682927,1.585366
12:03.5,16.84125,0.0639648,-0.9995117,-0.2265625,40.42683,6.463415,3.414634
12:03.5,16.848,0.0063477,-0.9970703,-0.2036133,33.53659,3.719512,5.243903
12:03.5,16.85475,-0.0239258,-1.000488,-0.1933594,28.41463,-0.2439024,7.195122
12:03.5,16.8615,-0.0810547,-1.000488,-0.1689453,25.48781,-7.134147,9.756098
12:03.5,16.86825,-0.1152344,-0.996582,-0.1582031,24.81707,-15.60976,12.19512
12:03.5,16.875,-0.1362305,-0.9833984,-0.1801758,23.71951,-23.47561,14.02439
12:03.5,16.88175,-0.1401367,-0.9604492,-0.2255859,19.81707,-28.90244,15.48781
12:03.5,16.8885,-0.1318359,-0.9389648,-0.2797852,16.82927,-30.2439,15.97561
12:03.5,16.89525,-0.1240234,-0.9350586,-0.315918,10.06098,-30.97561,15.97561
12:03.5,16.902,-0.1044922,-0.9360352,-0.315918,4.573171,-31.82927,15.30488
12:03.5,16.90875,-0.0849609,-0.9379883,-0.3085938,1.707317,-34.39024,14.14634
12:03.5,16.9155,-0.0566406,-0.9257813,-0.3012695,0.3658537,-38.17073,13.10976
12:03.5,16.92225,-0.0322266,-0.9116211,-0.2880859,-1.463415,-43.53659,12.07317
12:03.5,16.929,-0.0126953,-0.9125977,-0.2573242,-2.804878,-50.73171,11.82927
12:03.5,16.93575,0.0083008,-0.9213867,-0.2138672,-2.804878,-59.69512,11.95122
12:03.5,16.9425,0.0229492,-0.9316406,-0.1943359,-1.341463,-71.03659,12.98781
12:03.5,16.94925,0.0288086,-0.9350586,-0.1938477,0.9756098,-82.7439,14.14634
12:03.5,16.956,0.0463867,-0.9350586,-0.2050781,1.341463,-92.37805,14.93902
12:03.5,16.96275,0.065918,-0.9443359,-0.2163086,0.8536586,-97.2561,15.18293
12:03.5,16.9695,0.0825195,-0.9462891,-0.21875,-1.52439,-96.58537,15.54878
12:03.5,16.97625,0.0854492,-0.9394531,-0.2011719,-6.219512,-93.41463,16.82927
12:03.5,16.983,0.1025391,-0.9287109,-0.1757813,-8.963415,-90.36585,17.2561
12:03.5,16.98975,0.1113281,-0.9267578,-0.1503906,-14.81707,-81.34147,18.17073
12:03.5,16.9965,0.1166992,-0.9316406,-0.1201172,-21.40244,-72.86585,18.90244
12:03.5,17.00325,0.1264648,-0.9536133,-0.0888672,-26.09756,-65.18293,19.26829
12:03.5,17.01,0.1333008,-0.9677734,-0.0727539,-28.65854,-59.57317,20.4878
12:03.5,17.01675,0.1435547,-0.9780273,-0.0673828,-29.81707,-55.4878,22.43902
12:03.5,17.0235,0.1523438,-0.9794922,-0.0610352,-30.91463,-51.28049,23.90244
12:03.5,17.03025,0.1640625,-0.9697266,-0.0683594,-32.07317,-40.97561,25.60976
12:03.5,17.037,0.1689453,-0.9521484,-0.0771484,-35.06098,-20.91463,27.37805
12:03.5,17.04375,0.1489258,-0.940918,-0.0712891,-38.04878,5.304878,28.23171
12:03.5,17.0505,0.1308594,-0.9277344,-0.0883789,-39.39024,30.60976,29.5122
12:03.5,17.05725,0.0791016,-0.9101563,-0.1381836,-43.78049,41.34146,30.12195
12:03.5,17.064,0.027832,-0.909668,-0.1679688,-48.65854,33.53659,29.69512
12:03.5,17.07075,-0.0058594,-0.9267578,-0.1767578,-50.73171,14.63415,29.08537
12:03.5,17.0775,-0.012207,-0.9482422,-0.190918,-48.65854,-3.109756,27.0122
12:03.5,17.08425,-0.0014648,-0.9633789,-0.2211914,-46.64634,-8.780488,25.36585
12:03.5,17.091,0.027832,-0.9584961,-0.269043,-43.90244,-14.57317,21.28049
12:03.5,17.09775,0.0629883,-0.9814453,-0.2827148,-44.2683,-13.10976,14.87805
12:03.5,17.1045,0.1020508,-1.046875,-0.269043,-43.10976,-6.95122,7.560976
12:03.5,17.11125,0.1582031,-1.124512,-0.2504883,-38.53659,-1.097561,0.7926829
12:03.5,17.118,0.2387695,-1.195801,-0.2114258,-33.17073,-3.536585,-5.365854
12:03.5,17.12475,0.347168,-1.248535,-0.1186523,-27.92683,-19.7561,-10.91463
12:03.5,17.1315,0.4550781,-1.279297,-0.012207,-22.62195,-41.70732,-17.80488
12:03.5,17.13825,0.5087891,-1.28418,0.0688477,-17.5,-54.2683,-25.18293
12:03.5,17.145,0.5131836,-1.276855,0.0932617,-15.18293,-48.53659,-29.63415
12:03.5,17.15175,0.4648438,-1.241699,0.097168,-15.85366,-22.92683,-27.7439
12:03.5,17.1585,0.3735352,-1.174805,0.012207,-18.84146,16.64634,-18.35366
12:03.5,17.16525,0.2636719,-1.087402,-0.1445313,-26.89025,58.41463,-7.256098
12:03.5,17.172,0.1376953,-1.00293,-0.3276367,-41.46342,85.67073,2.195122
12:03.5,17.17875,0.0239258,-0.9526367,-0.4121094,-49.08537,93.17073,5.97561
12:03.5,17.1855,-0.0512695,-0.9257813,-0.3725586,-61.58537,95.79269,12.56098
12:03.5,17.19225,-0.0766602,-0.925293,-0.2758789,-68.84147,87.31708,17.92683
12:03.5,17.199,-0.0629883,-0.9438477,-0.2270508,-68.84147,72.07317,21.15854
12:03.5,17.20575,-0.0395508,-0.9580078,-0.2788086,-63.17073,55.79268,20.06098
12:03.5,17.2125,-0.0610352,-0.9658203,-0.3706055,-55,49.20732,13.84146
12:03.5,17.21925,-0.168457,-0.9658203,-0.390625,-45.60976,57.68293,6.585366
12:03.5,17.226,-0.3212891,-0.9780273,-0.3496094,-37.43903,70.2439,0.9756098
12:03.5,17.23275,-0.4321289,-0.9799805,-0.331543,-31.82927,68.47561,-1.158537
12:03.5,17.2395,-0.4360352,-0.9633789,-0.2851563,-36.7683,56.46342,-0.4268293
12:03.5,17.24625,-0.4077148,-0.9560547,-0.246582,-46.40244,42.56098,1.219512
12:03.5,17.253,-0.3242188,-0.940918,-0.1801758,-52.62195,23.84146,3.536585
12:03.5,17.25975,-0.206543,-0.9438477,-0.140625,-56.15854,9.085366,4.756098
12:03.5,17.2665,-0.0957031,-0.9506836,-0.1411133,-55.42683,2.378049,5.243903
12:03.5,17.27325,0.0102539,-0.953125,-0.1884766,-51.70732,1.219512,4.939024
12:03.5,17.28,0.1152344,-0.9511719,-0.2661133,-50.85366,1.158537,4.207317
12:03.5,17.28675,0.1967773,-0.9838867,-0.293457,-52.7439,6.158537,0.6707317
12:03.5,17.2935,0.215332,-1.036621,-0.2402344,-55.54878,17.0122,-3.719512
12:03.5,17.30025,0.2016602,-1.092773,-0.1362305,-56.70732,25.60976,-6.95122
12:03.5,17.307,0.1645508,-1.117188,-0.0551758,-53.17073,27.2561,-8.658537
12:03.5,17.31375,0.1240234,-1.099609,-0.0327148,-46.58537,27.13415,-8.231708
12:03.5,17.3205,0.0722656,-1.042969,-0.0795898,-39.7561,32.56098,-7.256098
12:03.5,17.32725,0.0043945,-0.9931641,-0.1616211,-35.85366,42.2561,-7.317073
12:03.5,17.334,-0.059082,-0.9658203,-0.2197266,-34.08537,52.19512,-7.560976
12:03.5,17.34075,-0.0927734,-0.9619141,-0.2426758,-35.12195,60.54878,-7.682927
12:03.5,17.3475,-0.1743164,-0.9736328,-0.2524414,-38.71951,62.43903,-7.256098
12:03.5,17.35425,-0.2495117,-1.00293,-0.1987305,-40.18293,56.89024,-5.54878
12:03.6,17.361,-0.300293,-1.02832,-0.1333008,-36.15854,48.96342,-2.865854
12:03.6,17.36775,-0.3168945,-1.043945,-0.1347656,-29.26829,42.68293,-0.4268293
12:03.6,17.3745,-0.2949219,-1.047363,-0.1855469,-27.2561,39.69512,0.3658537
12:03.6,17.38125,-0.2480469,-1.046387,-0.2226563,-26.28049,33.10976,1.829268
12:03.6,17.388,-0.1782227,-1.030762,-0.2412109,-27.0122,26.40244,2.865854
12:03.6,17.39475,-0.0986328,-1.001953,-0.2475586,-28.96342,22.98781,2.743902
12:03.6,17.4015,-0.0341797,-0.9702148,-0.2587891,-31.21951,25.91463,1.341463
12:03.6,17.40825,0.0063477,-0.9541016,-0.2871094,-33.53659,30.36585,0
12:03.6,17.415,0.0283203,-0.9477539,-0.2929688,-36.28049,31.76829,-1.52439
12:03.6,17.42175,0.0258789,-0.9423828,-0.2783203,-37.43903,34.87805,-3.109756
12:03.6,17.4285,-0.0004883,-0.9462891,-0.2714844,-36.7683,38.10976,-4.573171
12:03.6,17.43525,-0.0380859,-0.9580078,-0.2636719,-35.42683,39.57317,-5.670732
12:03.6,17.442,-0.0556641,-0.9702148,-0.2597656,-33.41463,39.08537,-6.52439
12:03.6,17.44875,-0.0932617,-0.9926758,-0.2631836,-31.82927,35.36586,-6.95122
12:03.6,17.4555,-0.1152344,-1.010742,-0.2856445,-32.0122,31.03659,-7.073171
12:03.6,17.46225,-0.1328125,-1.030273,-0.2963867,-32.19512,28.10976,-6.95122
12:03.6,17.469,-0.1455078,-1.037598,-0.3012695,-30.97561,21.70732,-6.402439
12:03.6,17.47575,-0.1542969,-1.032715,-0.3085938,-29.81707,17.68293,-6.402439
12:03.6,17.4825,-0.1665039,-1.010254,-0.2993164,-27.43903,11.09756,-7.134147
12:03.6,17.48925,-0.1796875,-0.9946289,-0.3012695,-25.67073,6.280488,-8.292683
12:03.6,17.496,-0.1826172,-0.9853516,-0.3076172,-23.71951,1.097561,-8.353659
12:03.6,17.50275,-0.1699219,-0.9873047,-0.3037109,-21.64634,-4.512195,-7.987805
12:03.6,17.5095,-0.1401367,-0.984375,-0.3251953,-19.08537,-10.42683,-7.560976
12:03.6,17.51625,-0.0957031,-0.9833984,-0.3496094,-18.17073,-13.59756,-7.5
12:03.6,17.523,-0.0522461,-0.9936523,-0.3525391,-17.68293,-15.36585,-7.378049
12:03.6,17.52975,-0.0180664,-0.9985352,-0.3525391,-16.21951,-14.5122,-7.378049
12:03.6,17.5365,-0.003418,-0.9985352,-0.3535156,-14.63415,-10.2439,-7.012195
12:03.6,17.54325,0.0170898,-1.003906,-0.3569336,-13.17073,-4.329268,-6.097561
12:03.6,17.55,0.0332031,-0.9921875,-0.3706055,-14.69512,2.195122,-4.329268
12:03.6,17.55675,0.0449219,-0.980957,-0.3608398,-17.31707,8.841464,-2.5
12:03.6,17.5635,0.0585938,-0.9790039,-0.3364258,-17.86585,17.0122,-1.463415
12:03.6,17.57025,0.0571289,-0.96875,-0.3305664,-16.95122,20.42683,-1.341463
12:03.6,17.577,0.0463867,-0.9541016,-0.359375,-14.5122,26.70732,-1.707317
12:03.6,17.58375,0.0205078,-0.9477539,-0.387207,-14.02439,32.86586,-2.560976
12:03.6,17.5905,-0.0092773,-0.953125,-0.3979492,-14.20732,35.73171,-3.170732
12:03.6,17.59725,-0.043457,-0.9614258,-0.4174805,-15.2439,35.85366,-3.597561
12:03.6,17.604,-0.078125,-0.9716797,-0.418457,-16.03658,33.41463,-3.353659
12:03.6,17.61075,-0.09375,-0.9765625,-0.4106445,-15.06098,29.20732,-2.804878
12:03.6,17.6175,-0.0908203,-0.96875,-0.4003906,-14.08537,26.64634,-2.317073
12:03.6,17.62425,-0.0751953,-0.9682617,-0.3842773,-14.02439,24.14634,-1.646341
12:03.6,17.631,-0.0551758,-0.9770508,-0.3701172,-13.23171,22.13415,-1.829268
12:03.6,17.63775,-0.0473633,-0.9814453,-0.3710938,-11.76829,21.95122,-2.5
12:03.6,17.6445,-0.0410156,-0.9814453,-0.3828125,-9.817074,22.37805,-3.292683
12:03.6,17.65125,-0.0498047,-0.9716797,-0.3994141,-10.06098,20.2439,-4.085366
12:03.6,17.658,-0.0664063,-0.9746094,-0.394043,-10.79268,16.76829,-3.902439
12:03.6,17.66475,-0.0800781,-0.9780273,-0.3769531,-11.03659,14.7561,-3.109756
12:03.6,17.6715,-0.0883789,-0.9799805,-0.3618164,-10.97561,13.90244,-2.926829
12:03.6,17.67825,-0.0820313,-0.9760742,-0.3491211,-10.79268,12.62195,-2.5
12:03.6,17.685,-0.0712891,-0.9736328,-0.3408203,-10.85366,10.91463,-2.621951
12:03.6,17.69175,-0.0668945,-0.9746094,-0.3452148,-9.817074,10.79268,-3.109756
12:03.6,17.6985,-0.0610352,-0.9692383,-0.3676758,-9.146341,11.40244,-3.536585
12:03.6,17.70525,-0.0488281,-0.9672852,-0.3857422,-9.512196,11.58537,-3.902439
12:03.6,17.712,-0.043457,-0.9628906,-0.375,-10.06098,12.13415,-4.329268
12:03.6,17.71875,-0.0380859,-0.9682617,-0.3574219,-9.817074,13.23171,-4.573171
12:03.6,17.7255,-0.0327148,-0.9794922,-0.3569336,-9.512196,13.90244,-4.573171
12:03.6,17.73225,-0.0332031,-0.9858398,-0.3569336,-9.756098,14.32927,-4.573171
12:03.6,17.739,-0.03125,-0.9970703,-0.3540039,-9.634147,15.36585,-4.634146
12:03.6,17.74575,-0.0419922,-0.9975586,-0.3452148,-9.02439,14.87805,-4.146341
12:03.6,17.7525,-0.0498047,-0.9970703,-0.3486328,-9.146341,13.53659,-3.597561
12:03.6,17.75925,-0.0483398,-0.9960938,-0.3481445,-8.963415,13.84146,-3.353659
12:03.6,17.766,-0.0444336,-0.9814453,-0.3530273,-9.146341,14.39024,-3.536585
12:03.6,17.77275,-0.0375977,-0.965332,-0.3447266,-9.817074,14.08537,-3.536585
12:03.6,17.7795,-0.0449219,-0.9614258,-0.3276367,-10.36585,13.17073,-3.841464
12:03.6,17.78625,-0.0507813,-0.965332,-0.3183594,-10,12.31707,-4.02439
12:03.6,17.793,-0.0615234,-0.9716797,-0.3286133,-9.878049,12.56098,-4.939024
12:03.6,17.79975,-0.0615234,-0.9853516,-0.3447266,-9.390244,12.62195,-5.060976
12:03.6,17.8065,-0.0649414,-0.9921875,-0.3466797,-8.658537,13.23171,-5.121951
12:03.6,17.81325,-0.0620117,-0.9848633,-0.347168,-7.804878,13.35366,-5.060976
12:03.6,17.82,-0.0634766,-0.9750977,-0.3603516,-7.865854,13.41463,-4.573171
12:03.6,17.82675,-0.0522461,-0.9697266,-0.3632813,-8.414635,13.41463,-4.085366
12:03.6,17.8335,-0.0463867,-0.96875,-0.3647461,-8.292683,13.35366,-3.658537
12:03.6,17.84025,-0.0356445,-0.9619141,-0.3725586,-8.47561,12.7439,-3.780488
12:03.6,17.847,-0.0292969,-0.9594727,-0.375,-8.597561,12.56098,-3.963415
12:03.6,17.85375,-0.0195313,-0.965332,-0.390625,-8.170732,12.19512,-4.146341
12:03.6,17.8605,-0.012207,-0.9692383,-0.3974609,-8.231708,12.68293,-4.45122
12:03.6,17.86725,-0.0136719,-0.965332,-0.3867188,-8.170732,13.10976,-4.573171
12:03.6,17.874,-0.0195313,-0.9594727,-0.3745117,-8.719512,12.7439,-4.695122
12:03.6,17.88075,-0.0209961,-0.9575195,-0.3676758,-8.414635,12.19512,-4.512195
12:03.6,17.8875,-0.0219727,-0.9536133,-0.3706055,-8.170732,12.07317,-4.207317
12:03.6,17.89425,-0.015625,-0.9550781,-0.3725586,-8.292683,12.62195,-4.146341
12:03.6,17.901,-0.0097656,-0.9614258,-0.3730469,-8.170732,14.93902,-3.658537
12:03.6,17.90775,0.0004883,-0.9614258,-0.3847656,-8.231708,17.56098,-3.597561
12:03.6,17.9145,0.0029297,-0.9672852,-0.3984375,-8.658537,19.93902,-3.597561
12:03.6,17.92125,-0.0014648,-0.9663086,-0.4013672,-9.207317,22.62195,-3.780488
12:03.6,17.928,-0.0039063,-0.9604492,-0.4023438,-9.695122,25.18293,-3.719512
12:03.6,17.93475,-0.0112305,-0.9521484,-0.4013672,-10.18293,26.64634,-3.353659
12:03.6,17.9415,-0.0170898,-0.9477539,-0.4042969,-10.60976,27.07317,-2.682927
12:03.6,17.94825,-0.0107422,-0.9453125,-0.3964844,-10.60976,28.17073,-2.073171
12:03.6,17.955,0,-0.9506836,-0.3847656,-9.817074,29.14634,-2.195122
12:03.6,17.96175,0.0117188,-0.9604492,-0.3857422,-9.45122,29.69512,-2.012195
12:03.6,17.9685,0.0166016,-0.9765625,-0.375,-8.536586,31.76829,-1.768293
12:03.6,17.97525,0.0068359,-0.9912109,-0.3554688,-7.5,35,-1.95122
